stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
4113,4113,Winton & Balsam,,43.151201,-77.552252,,,,,,0,
4116,4116,Winton & Brentwood,WINTON RD N & BRENTWOOD ST,43.147903,-77.553856,,,,,,0,
4124,4124,Winton & Dalkeith,WINTON RD N & DALKEITH RD,43.164396,-77.545152,,,,,,0,
4127,4127,Winton & East,WINTON RD N & UNIVERSITY AVE,43.146089,-77.555151,,,,,,0,
4133,4133,Winton & French,,43.106182,-77.57677,,,,,,0,
4136,4136,Winton & Halstead,WINTON RD N & HALSTEAD ST,43.147564,-77.55422,,,,,,0,
4140,4140,Winton & Hillside,WINTON RD S & HILLSIDE AVE,43.142971,-77.556565,,,,,,0,
4141,4141,Winton & Hillside,WINTON RD S & HILLSIDE AVE,43.143221,-77.556658,,,,,,0,
4143,4143,Winton & Humboldt,,43.152853,-77.551367,,,,,,0,
4147,4147,Winton & Merchants,WINTON RD N & MERCHANTS RD,43.159722,-77.547615,,,,,,0,
4154,4154,Winton & Nunda,WINTON RD S & NUNDA BLVD,43.139935,-77.558472,,,,,,0,
4155,4155,Winton & Nunda,WINTON RD S & NUNDA BLVD,43.139647,-77.558392,,,,,,0,
4157,4157,Winton & Royleston,WINTON RD N & ROYLESTON RD,43.161727,-77.546598,,,,,,0,
4158,4158,Winton & San Gabriel,WINTON RD S & SAN GABRIEL DR,43.138043,-77.559467,,,,,,0,
4159,4159,Winton & San Gabriel,WINTON RD S & SAN GABRIEL DR,43.137745,-77.559418,,,,,,0,
4162,4162,Winton & University,WINTON RD N & UNIVERSITY AVE,43.146063,-77.554959,,,,,,0,
4177,4177,Woodbury & Chestnut,,43.1532,-77.603047,,,,,,0,
4178,4178,Woodman & Clifford,WOODMAN PARK & CLIFFORD AVE,43.176633,-77.560313,,,,,,0,
4179,4179,Woodman & Culver,WOODMAN PARK & FERNWOOD PARK,43.179389,-77.560437,,,,,,0,
4181,4181,Wren & Driving Park,WREN ST & DRIVING PARK AVE,43.180515,-77.646976,,,,,,0,
4182,4182,Wren & Driving Park,,43.18055,-77.646809,,,,,,0,
4183,4183,Wren & Lexington,WREN ST & DRIVING PARK AVE,43.179737,-77.646837,,,,,,0,
4189,4189,Zoo Road & St Paul,SENECA PARK & SAINT PAUL ST,43.197086,-77.617991,,,,,,0,
4191,4191,Highlands of Brighton,,43.112994,-77.593905,,,,,,0,
4201,4201,Genesee & Brooks,,43.130281,-77.636294,,,,,,0,
4202,4202,Wilson Commencement HS,WILSON COMM HS CIR,43.140413,-77.636683,,,,,,0,
4204,4204,Pittsford Mendon High School,UNNAMED ST,43.061096,-77.519015,,,,,,0,
4205,4205,Pittsford Sutherland High School,,43.088926,-77.522797,,,,,,0,
4206,4206,East High Main Loop,,43.159362,-77.563985,,,,,,0,
4207,4207,Browncroft & Knollbrook,KNOLLBROOK RD,43.157406,-77.537376,,,,,,0,
4208,4208,Landing Heights,,43.159685,-77.534135,,,,,,0,
4209,4209,Mercy High School,Our Lady of Mercy High School Loop,43.148237,-77.537051,,,,,,0,
4216,4216,Sea Breeze Amusement Park,,43.233011,-77.544047,,,,,,0,
4217,4217,Bishop Kearney High School,BISHOP KEARNEY CIR,43.201912,-77.57909,,,,,,0,
4218,4218,Lac De Ville & Westfall,LAC DE VILLE BLVD,43.113605,-77.592756,,,,,,0,
4235,L4235,Rush Rhees Library,UNNAMED ST,43.128464,-77.627812,,,,,,0,
4250,4250,Latta & Island Cottage,STATE HWY 18 & COUNTY HWY 134,43.252945,-77.664925,,,,,,0,
4264,4264,Empire & Bay Towne Plaza,STATE HWY 404 & RAMP,43.191664,-77.502828,,,,,,0,
4283,4283,Landing & Blossom,LANDING RD N & STATE RTE 941V,43.149198,-77.52821,,,,,,0,
4294,4294,Clarkson Highway Department,CLARKSON PARK - RIDE CIR,43.235121,-77.926484,,,,,,0,
4296,4296,Pittsford Palmyra & Cuyler,STATE HWY 21 & CUYLER ST,43.063524,-77.231393,,,,,,0,
4297,4297,Pittsford Palmyra & Ayrault,STATE HWY 31 & COUNTY HWY 21,43.077583,-77.477685,,,,,,0,
4298,4298,Pittsford Palmyra & Mosley,STATE HWY 31 & UNNAMED ST,43.069222,-77.442702,,,,,,0,
4299,4299,Pittsford Palmyra & William,STATE HWY 21 & WILLIAM ST,43.063704,-77.230997,,,,,,0,
4312,4312,Rochester Tech Park Connection Hub,,43.152689,-77.734512,,,,,,0,
4316,4316,School Of The Arts,PRINCE ST & ERION CRES,43.15858,-77.590289,,,,,,0,
4322,4322,Goodman & College,COLLEGE AVE & GOODMAN ST N,43.159034,-77.585219,,,,,,0,
4347,4347,Strong Ties,,43.099758,-77.632147,,,,,,0,
4359,4359,3240 Chili Ave,STATE HWY 33A & CHILI AVE,43.104273,-77.752256,,,,,,0,
4360,4360,Clifford & Culver,CLIFFORD AVE & CULVER RD,43.176323,-77.558163,,,,,,0,
4369,4369,Monroe & 962 Monroe,STATE HWY 31 & SHEPARD ST,43.140823,-77.583572,,,,,,0,
4374,4374,W Henrietta & 2640 W Henrietta,STATE HWY 15 & W HENRIETTA RD,43.100256,-77.629997,,,,,,0,
4386,4386,4560 Fairport Nine Mile Pt. Rd,NINE MILE POINT RD & EAGLESFIELD WAY,43.112469,-77.441575,,,,,,0,
4390,4390,Monroe High School,ALEXANDER ST,43.147758,-77.598161,,,,,,0,
4470,4470,Franklin High School,NORTON ST,43.186983,-77.597452,,,,,,0,
4471,4471,Jay & Verona,,43.161769,-77.623596,,,,,,0,
4473,4473,Brown & Hertel,BROWN ST & HERTEL ST,43.152443,-77.633227,,,,,,0,
4521,4521,Main & Union,MAIN ST E & UNION ST N,43.159603,-77.59482,,,,,,0,
4593,4593,Washington & Walnut,N WASHINGTON ST & COUNTY HWY 15,43.11811,-77.487443,,,,,,0,
4594,4594,Chili & Chestnut Ridge,CHILI AVE & STATE HWY 33A,43.115535,-77.729289,,,,,,0,
4673,4673,Jefferson & Frontier Plaza,,43.087039,-77.600743,,,,,,0,
4838,4838,Charlotte High School,UNNAMED ST,43.245928,-77.618134,,,,,,0,
4839,4839,Pittsford Palmyra & Mill,STATE HWY 31 & PITTSFORD PALMYRA RD,43.075446,-77.468244,,,,,,0,
4840,4840,Pittsford Palmyra & Kreag,STATE HWY 31 & PITTSFORD PALMYRA RD,43.073894,-77.461332,,,,,,0,
4841,4841,Pittsford Palmyra & Mountain Rise,STATE HWY 31 & PITTSFORD PALMYRA RD,43.073432,-77.458953,,,,,,0,
4842,4842,Pittsford Palmyra  Opp Southcross,PITTSFORD PALMYRA RD & STATE HWY 31,43.073025,-77.457296,,,,,,0,
4843,4843,Pittsford Palmyra & Blackwatch,STATE ROUTE 31 & STATE HWY 31,43.070285,-77.447929,,,,,,0,
4844,4844,Pittsford Palmyra & Southcross,PITTSFORD PALMYRA RD & SOUTHCROSS TRL,43.073188,-77.457072,,,,,,0,
4845,4845,Pittsford Palmyra Opp Mountain Rise,PITTSFORD PALMYRA RD & MOUNTAIN RISE,43.073593,-77.458844,,,,,,0,
4846,4846,Pittsford Palmyra & Kreag,PITTSFORD PALMYRA RD & MOUNTAIN RISE,43.073987,-77.460631,,,,,,0,
4847,4847,Monroe & S Main,MONROE AVE & N MAIN ST,43.091133,-77.516325,,,,,,0,
4862,4862,Empire & 1517 Empire,STATE HWY 404 & EMPIRE BLVD,43.178641,-77.509777,,,,,,0,
4863,4863,Empire & opp 1517 Empire,EMPIRE BLVD & STATE HWY 404,43.178528,-77.510153,,,,,,0,
4870,4870,RIT Barnes & Noble (Bldg 100),,43.092002,-77.655155,,,,,,0,
4871,4871,RIT John & Perkins,,43.086668,-77.657024,,,,,,0,
4875,4875,RIT Park Point North,,43.092374,-77.658401,,,,,,0,
4876,4876,Pearl & Alexander,PEARL ST & ALEXANDER ST,43.14705,-77.599051,,,,,,0,
4879,4879,RIT Lot K Southbound,ANDREWS MEMORIAL DR,43.086069,-77.666076,,,,,,0,
4895,4895,Empire & Helendale,,43.176719,-77.545512,,,,,,0,
4897,4897,W Henrietta & 3150 W Henrietta,STATE HWY 15 & UNNAMED ST,43.089387,-77.635383,,,,,,0,
4910,4910,Portland & Ridge,PORTLAND AVE,43.196499,-77.584793,,,,,,0,
4911,4911,Genesee & Valley Court Apartments,,43.126955,-77.63822,,,,,,0,
4912,4912,Penfield & Opp Panorama Plaza,,43.134509,-77.494584,,,,,,0,
4913,4913,Genesee & opp Congress,,43.129178,-77.636734,,,,,,0,
4917,4917,Mt. Hope & 1372 Mt. Hope,,43.122362,-77.618476,,,,,,0,
4930,4930,Ridge & 1736 Ridge,,43.200904,-77.570836,,,,,,0,
4932,4932,Chestnut & Main,,43.158196,-77.602494,,,,,,0,
4933,4933,Dewey & Lexington,,43.178714,-77.639573,,,,,,0,
4942,4942,Empire & Stonehenge,,43.177016,-77.540418,,,,,,0,
4943,4943,Main & opp Minges,,43.161903,-77.582255,,,,,,0,
4945,4945,Chilli & Pearlwood,,43.138207,-77.672285,,,,,,0,
4946,4946,Genesee Pk & 69 Genesee Pk,,43.126324,-77.64084,,,,,,0,
4949,4949,Chilli & Archer,,43.113774,-77.732809,,,,,,0,
4951,4951,Chilli & Mercedes,,43.109916,-77.740592,,,,,,0,
4952,4952,Jay & Grape,,43.159447,-77.628847,,,,,,0,
4956,4956,Lake Ave & Hanford Landing Rd,,43.200477,-77.627455,,,,,,0,
4962,4962,Lake & Charlotte Harbortown,,43.254132,-77.611792,,,,,,0,
4963,4963,Lake & Harding,,43.224105,-77.627141,,,,,,0,
4965,4965,Lake & Cheltenham,,43.221638,-77.62811,,,,,,0,
4967,4967,East Ave & Scio-Broadway,,43.156469,-77.600243,,,,,,0,
4968,4968,East & Pitkin,,43.155866,-77.597729,,,,,,0,
4969,4969,Park & Kirkhaven Business Ctr,,43.151881,-77.594662,,,,,,0,
4974,4974,Lyell & Gloster Rd,,43.164665,-77.670385,,,,,,0,
4981,4981,Carter & Norton,,43.187561,-77.591779,,,,,,0,
4984,4984,Ford & Favor,,43.151931,-77.620374,,,,,,0,
4990,4990,Ridge Rd. & Bernice St,,43.202436,-77.645106,,,,,,0,
4991,4991,Ridge Rd & Dewey,,43.20005,-77.638128,,,,,,0,
5004,5004,Monroe & Union,,43.150121,-77.600017,,,,,,0,
5007,5007,Monroe & Blessed Sacrament,,43.143831,-77.588762,,,,,,0,
5013,L5013,W Henrietta & Time Warner,,43.099108,-77.630314,,,,,,0,
5017,5017,Mt Hope & Comfort St,,43.147056,-77.608064,,,,,,0,
5018,5018,Clinton & 1500 Clinton,,43.187559,-77.613534,,,,,,0,
5019,5019,Ridge & 1024 Ridge Rd,W RIDGE ROAD & NEEDHAM ST,43.203549,-77.654,,,,,,0,
5025,5025,Rogers Pkwy & Seneca Ave,ROGERS PKWY & SENECA AVE,43.206395,-77.60897,,,,,,0,
5028,5028,South & Stewart,,43.12733,-77.612835,,,,,,0,
5032,5032,St Paul & Bertina Forde's Crossing,,43.168902,-77.618568,,,,,,0,
5033,5033,St Paul & Upper Falls,,43.167257,-77.616645,,,,,,0,
5034,5034,St Paul  & Bertina Forde's Crossing,,43.168702,-77.6182,,,,,,0,
5035,5035,St Paul & Huntington Park Apts,,43.175802,-77.624894,,,,,,0,
5044,5044,Elmgrove & opp Initiative,,43.147466,-77.732265,,,,,,0,
5061,5061,Crittenden & White Spruce,,43.105945,-77.618811,,,,,,0,
5063,5063,Mental Health & Wellness,,43.121577,-77.626751,,,,,,0,
5065,5065,Genesee & McCree,,43.146431,-77.635992,,,,,,0,
5066,5066,Jefferson & opp Regional Market,,43.087021,-77.614278,,,,,,0,
5067,5067,Chili & Howard,,43.130589,-77.69017,,,,,,0,
5069,5069,Ridge & opp 1571 Ridge,,43.19949,-77.575748,,,,,,0,
5070,5070,Ridge & farside 1st Mall Entrance,,43.200215,-77.572514,,,,,,0,
5076,5076,West Wayne Plaza,,43.069563,-77.286342,,,,,,0,
5078,5078,Jefferson & E Henrietta,,43.087368,-77.607511,,,,,,0,
5079,5079,East & Gibbs,,43.156898,-77.601689,,,,,,0,
5080,5080,WOI - School 58,,43.159951,-77.598084,,,,,,0,
5081,5081,East & Winthrop,,43.156078,-77.598196,,,,,,0,
5082,5082,East & Scio,,43.156502,-77.599995,,,,,,0,
5083,5083,Greece Ridge Mall Connection Hub,,43.206124,-77.695661,,,,,,0,
5085,5085,Union & East,,43.15675,-77.596042,,,,,,0,
5088,5088,RIT Perkins Crosswalk,,43.086595,-77.659443,,,,,,0,
5099,L5099,Macvittie Union,,42.79682,-77.82239,,,,,,0,
5100,L5100,Bus Shelter-H Lot,,42.802188,-77.823468,,,,,,0,
5101,L5101,Milne Library-Newton,,42.797848,-77.819252,,,,,,0,
5102,L5102,North & Highland-Geneseo,,42.798996,-77.806833,,,,,,0,
5103,L5103,Geneseo Square,,42.795551,-77.792381,,,,,,0,
5104,L5104,Wegmans-Geneseo,,42.797436,-77.784035,,,,,,0,
5105,L5105,Walmart-Geneseo,,42.801983,-77.787293,,,,,,0,
5106,L5106,Burger King-Geneseo,,42.796052,-77.796531,,,,,,0,
5107,L5107,Park St & Welles Hall-Geneseo,,42.794857,-77.819801,,,,,,0,
5108,L5108,MJ Drive,,42.793056,-77.821983,,,,,,0,
5109,L5109,Wayne Hall Shelter,,42.790882,-77.823417,,,,,,0,
5110,L5110,Park St & opposite Welles Hall,,42.794816,-77.819834,,,,,,0,
5111,L5111,Main & Center Northbound-Geneseo,,42.796127,-77.816674,,,,,,0,
5112,L5112,Court & Wadsworth-Geneseo,,42.800792,-77.817708,,,,,,0,
5113,L5113,Opposite Milne Library-Geneseo,,42.797943,-77.819291,,,,,,0,
5121,L5121,Trailways-LATS,,43.162514,-77.608177,,,,,,0,
5122,L5122,Eastview Mall Food Court-LATS,,43.028821,-77.44545,,,,,,0,
5123,L5123,Amtrak Stop-LATS,350 CENTRAL AVE,43.162838,-77.607829,,,,,,0,
5125,L5125,Opposite MJ Drive,,42.793295,-77.822045,,,,,,0,
5126,5126,Dewey Ave Walmart,,43.239077,-77.644606,,,,,,0,
5127,5127,Long Pond & 1404 Long Pond,,43.200604,-77.699142,,,,,,0,
5132,5132,Parma Ctr & Manitou,,43.259153,-77.751873,,,,,,0,
5133,5133,Parma Ctr & Manitou,,43.259025,-77.751803,,,,,,0,
5134,5134,Roosevelt & opp Huntington,,43.289444,-77.906125,,,,,,0,
5135,5135,Roosevelt & Huntington,,43.28951,-77.906357,,,,,,0,
5139,L5139,Dansville Save A Lot,,42.568022,-77.71775,,,,,,0,
5141,L5141,Groveland Station & Church,,42.664966,-77.769948,,,,,,0,
5142,L5142,137 Main - Geneseo,,42.793734,-77.817263,,,,,,0,
5143,L5143,3109 Main - Caledonia,,42.973215,-77.854516,,,,,,0,
5144,L5144,11 E Main - Avon,,42.911681,-77.744187,,,,,,0,
5145,L5145,Groveland Station & opposite Church,,42.664832,-77.770107,,,,,,0,
5146,L5146,Route 36 & Stoner Hill,,42.595843,-77.746246,,,,,,0,
5147,L5147,14 Clara Barton - Dansville,,42.559424,-77.695294,,,,,,0,
5148,L5148,Route 436 & Valley Rd Westbound,,42.558157,-77.760564,,,,,,0,
5149,L5149,6 State - Nunda,,42.579565,-77.942509,,,,,,0,
5150,L5150,Main & Lake - Mt Morris,,42.7245,-77.873245,,,,,,0,
5151,L5151,180 Main - Leicester,,42.772305,-77.894064,,,,,,0,
5154,L5154,Opp 6 State St - Nunda,,42.579573,-77.942754,,,,,,0,
5156,L5156,6207 S Livonia - Conesus,,42.720312,-77.675758,,,,,,0,
5157,L5157,40 Big Tree - Livonia,,42.822017,-77.673031,,,,,,0,
5158,L5158,Opp 5953 Big Tree - Lakeville,,42.83535,-77.70173,,,,,,0,
5159,L5159,7277 W Main - Lima,,42.904706,-77.613352,,,,,,0,
5161,L5161,7351 Route 256 Sparta Community Cen,,42.664634,-77.713901,,,,,,0,
5163,L5163,Route 36 & Route 63 - Gregsville,,42.830493,-77.897239,,,,,,0,
5164,L5164,1 Main - Livonia,,42.822187,-77.673006,,,,,,0,
5167,L5167,Main & opp 180 Main-Leicester,,42.772161,-77.894174,,,,,,0,
5168,L5168,Opp 8022 Main-Springwater,,42.634491,-77.596662,,,,,,0,
5169,L5169,Route 36 & Route 63 - Gregsville,,42.830673,-77.896981,,,,,,0,
5170,L5170,Groveland Correctional Facility,,42.683824,-77.829481,,,,,,0,
5176,5176,Mt Read & Wegmans,,43.226481,-77.659214,,,,,,0,
5178,5178,Dewey & Bancroft,,43.234494,-77.647003,,,,,,0,
5189,L5189,Allegany Hall Loop,,42.798771,-77.822471,,,,,,0,
5190,L5190,Letchworth Dr & Genesee Hall,,42.80116,-77.822763,,,,,,0,
5191,L5191,Letchworth & Court,,42.802046,-77.822533,,,,,,0,
5192,L5192,Q Lot,,42.8033,-77.826424,,,,,,0,
5193,L5193,Court & opp Hillside,,42.802039,-77.821746,,,,,,0,
5194,L5194,D Lot,,42.801119,-77.820722,,,,,,0,
5195,L5195,Erie Hall,,42.800117,-77.820989,,,,,,0,
5196,L5196,Lauderdale Health Center,,42.798686,-77.820332,,,,,,0,
5197,L5197,Wadworth & Court,,42.80065,-77.818138,,,,,,0,
5198,L5198,North & Second,,42.799782,-77.813511,,,,,,0,
5199,L5199,Highland & Oak,,42.797289,-77.807108,,,,,,0,
5200,L5200,Center & Highland,,42.795212,-77.807888,,,,,,0,
5201,L5201,Center & Elm,,42.795802,-77.812353,,,,,,0,
5202,L5202,Center & Second,,42.796031,-77.814272,,,,,,0,
5203,L5203,Center & Main,,42.796259,-77.816646,,,,,,0,
5204,L5204,Main & Park,,42.794773,-77.817218,,,,,,0,
5205,L5205,South & Country,,42.792945,-77.804535,,,,,,0,
5206,L5206,South & Livingston Health Ctr,,42.793928,-77.800568,,,,,,0,
5207,L5207,Tractor Supply,,42.799117,-77.781626,,,,,,0,
5208,L5208,Mobil opp Applebees,,42.800099,-77.782453,,,,,,0,
5209,L5209,Mobil opp Pondside Plaza,,42.8008,-77.781262,,,,,,0,
5210,L5210,Genesee Valley Shopping Center,,42.799413,-77.780987,,,,,,0,
5211,L5211,Ryan Dr & Lakeville Rd,,42.797961,-77.787278,,,,,,0,
5212,L5212,Lakeville Rd & Subway,,42.797171,-77.788997,,,,,,0,
5213,L5213,South & opp Livingston Health Ctr,,42.794053,-77.800593,,,,,,0,
5214,L5214,South & opp Country,,42.793079,-77.804536,,,,,,0,
5215,L5215,South & Temple Hill,,42.792402,-77.807718,,,,,,0,
5216,L5216,Park & South Hall,,42.795176,-77.821363,,,,,,0,
5218,L5218,Schrader Hall,,42.796263,-77.82347,,,,,,0,
5219,L5219,Merritt Athletic Center,,42.796145,-77.824355,,,,,,0,
5220,L5220,T Lot SB,,42.795225,-77.823589,,,,,,0,
5221,L5221,Onondaga Hall,,42.791325,-77.822504,,,,,,0,
5222,L5222,Red Jacket & Suffolk,,42.790821,-77.823891,,,,,,0,
5223,L5223,Red Jacket & Bypass Crosswalk,,42.79287,-77.824342,,,,,,0,
5224,L5224,T Lot NB,,42.795216,-77.82354,,,,,,0,
5226,L5226,Eastview Mall Regal Cinema,,43.02575,-77.445402,,,,,,0,
5229,L5229,Letchworth Dam,,42.735975,-77.907266,,,,,,0,
5230,L5230,Trout Pond Loop,,42.592827,-78.040883,,,,,,0,
5239,5239,Transit Center  - no direction,,43.158185,-77.608229,,,,,,0,
5241,5241,MCC Rear Loop,,43.100586,-77.608872,,,,,,0,
5252,5252,Goodman & Park,120 S GOODMAN ST & PARK AVE,43.150229,-77.589883,,,,,,0,
5253,5253,Goodman & Pearl,499 S GOODMAN ST & PEARL ST,43.143881,-77.593709,,,,,,0,
5254,5254,Goodman & Pearl,516 S GOODMAN ST & PEARL ST,43.143634,-77.593692,,,,,,0,
5255,5255,Goodman & Monroe,387 S GOODMAN ST & MONROE AVE,43.146041,-77.592484,,,,,,0,
5256,5256,Goodman & Monroe,408 S GOODMAN ST & MONROE AVE,43.145677,-77.592543,,,,,,0,
5262,5262,Portland & Ridge,,43.196662,-77.58455,,,,,,0,
5283,WY5283,11 West Court Street Warsaw,,42.742778,-78.133423,,,,,,0,
5289,5289,Empire & Helendale,,43.176914,-77.544793,,,,,,0,
5290,5290,Empire & Shelford,,43.176721,-77.549891,,,,,,0,
5291,6001,TC- Gate 1,48 MORTIMER ST,43.158062,-77.608401,,,0,5700,,1,1
5293,6003,TC- Gate 3,52 MORTIMER ST,43.158081,-77.608311,,,0,5700,,1,3
5294,6004,TC- Gate 4,720 DRIVEWAY,43.158357,-77.608449,,,0,5700,,1,4
5295,6005,TC- Gate 5,56 MORTIMER ST,43.158098,-77.608225,,,0,5700,,1,5
5296,6006,TC- Gate 6,720 DRIVEWAY,43.158369,-77.608353,,,0,5700,,1,6
5297,6007,TC- Gate 7,60 MORTIMER ST,43.158114,-77.608145,,,0,5700,,1,7
5298,6008,TC- Gate 8,720 DRIVEWAY,43.158384,-77.60825,,,0,5700,,1,8
5299,6009,TC- Gate 9,64 MORTIMER ST,43.158129,-77.608055,,,0,5700,,1,9
5300,6010,TC- Gate 10,720 DRIVEWAY,43.158396,-77.60816,,,0,5700,,1,10
5301,6011,TC- Gate 11,68 MORTIMER ST,43.158147,-77.607973,,,0,5700,,1,11
5303,6012,TC- Gate 12,720 DRIVEWAY,43.158409,-77.608076,,,0,5700,,1,12
5304,6013,TC- Gate 13,72 MORTIMER ST,43.158163,-77.607895,,,0,5700,,1,13
5305,6014,TC- Gate 14,720 DRIVEWAY,43.158421,-77.608,,,0,5700,,1,14
5306,6015,TC- Gate 15,76 MORTIMER ST,43.158178,-77.607813,,,0,5700,,1,15
5307,6016,TC- Gate 16,721 DRIVEWAY,43.15843,-77.607927,,,0,5700,,1,16
5308,6017,TC- Gate 17,80 MORTIMER ST,43.158195,-77.607727,,,0,5700,,1,17
5309,6018,TC- Gate 18,721 DRIVEWAY,43.158441,-77.607842,,,0,5700,,1,18
5310,6019,TC- Gate 19,84 MORTIMER ST,43.158211,-77.607647,,,0,5700,,1,19
5311,6020,TC- Gate 20,721 DRIVEWAY,43.158453,-77.607756,,,0,5700,,1,20
5312,6021,TC- Gate 21,88 MORTIMER ST,43.158223,-77.607574,,,0,5700,,1,21
5313,6022,TC- Gate 22,721 DRIVEWAY,43.158464,-77.607674,,,0,5700,,1,22
5314,6023,TC- Gate 23,90 MORTIMER ST,43.158235,-77.607498,,,0,5700,,1,23
5315,6024,TC- Gate 24,721 DRIVEWAY,43.158475,-77.607586,,,0,5700,,1,24
5317,6026,TC- Gate 26,720 DRIVEWAY,43.158484,-77.607496,,,0,5700,,1,26
5323,5323,Ridge & 490 Ridge,,43.195531,-77.605138,,,,,,0,
5324,5324,Seneca Manor & Marburger,,43.1934,-77.607821,,,,,,0,
5325,5325,Seneca Manor & Marburger,,43.193533,-77.607563,,,,,,0,
5326,5326,Seneca Manor & 85 Seneca Manor,,43.193475,-77.605713,,,,,,0,
5327,5327,Seneca Manor & 284 Seneca Manor,,43.193225,-77.604327,,,,,,0,
5328,5328,Seneca Manor & 290 Seneca Manor,,43.193658,-77.604284,,,,,,0,
5329,5329,Seneca Manor & 108 Seneca Manor,,43.193546,-77.606039,,,,,,0,
5333,5333,Ridge & Brambury,,43.196724,-77.594923,,,,,,0,
5334,5334,Ridge & 711 Ridge,,43.196371,-77.598233,,,,,,0,
5336,5336,Central & Clinton,,43.162838,-77.608067,,,,,,0,
5337,5337,Pittsford Mendon High School,,43.059391,-77.517919,,,,,,0,
5338,6002,TC- Gate 2,720 DRIVEWAY,43.158341,-77.608539,,,0,5700,,1,2
5341,6027,Mortimer St. Shelter,104 MORTIMER ST & N CLINTON AVE,43.158237,-77.607219,,,0,5700,,1,
5343,WY5343,Tops Plaza-Warsaw,,42.76574,-78.128533,,,,,,0,
5344,WY5344,Warsaw Plaza-Warsaw,,42.760089,-78.130341,,,,,,0,
5345,WY5345,Kwik Fill (Opp 422 N Main)-Warsaw,,42.757155,-78.131479,,,,,,0,
5346,WY5346,N Main & Purdy-Warsaw,,42.750531,-78.132828,,,,,,0,
5348,WY5348,Linwood & Purdy-Warsaw,,42.750641,-78.134462,,,,,,0,
5349,WY5349,Linwood & Reid-Warsaw,,42.749723,-78.134456,,,,,,0,
5350,WY5350,Linwood & Culver-Warsaw,,42.748953,-78.134458,,,,,,0,
5351,WY5351,Warsaw YMCA,,42.747574,-78.134486,,,,,,0,
5352,WY5352,Linwood & North-Warsaw,,42.745402,-78.133978,,,,,,0,
5353,WY5353,North & N Main-Warsaw,,42.745447,-78.132877,,,,,,0,
5354,WY5354,Main St Municipal Lot-Warsaw,,42.74104,-78.133042,,,,,,0,
5355,WY5355,5 Star Bank Rear-Warsaw,,42.740816,-78.133338,,,,,,0,
5356,WY5356,113 Buffalo St-Warsaw,,42.740311,-78.134877,,,,,,0,
5357,WY5357,Liberty & W Buffalo-Warsaw,,42.739579,-78.137446,,,,,,0,
5358,WY5358,Liberty & W Brooklyn-Warsaw,,42.737473,-78.137402,,,,,,0,
5359,WY5359,W Brooklyn & S Maple-Warsaw,,42.737336,-78.138697,,,,,,0,
5360,WY5360,W Brooklyn & Oak-Warsaw,,42.737376,-78.140832,,,,,,0,
5361,WY5361,50 Oak St-Warsaw,,42.73841,-78.141093,,,,,,0,
5362,WY5362,Oak & W Buffalo-Warsaw,,42.739989,-78.140922,,,,,,0,
5363,WY5363,W Buffalo & Center-Warsaw,,42.7402,-78.136823,,,,,,0,
5364,WY5364,100 W Buffalo St-Warsaw,,42.74017,-78.133744,,,,,,0,
5365,WY5365,65 S Main St-Warsaw,,42.739174,-78.13268,,,,,,0,
5366,WY5366,W Brooklyn & Center-Warsaw,,42.737309,-78.135754,,,,,,0,
5367,WY5367,Warsaw Village Park,,42.735647,-78.137315,,,,,,0,
5368,WY5368,Liberty & Jefferson-Warsaw,,42.733928,-78.137366,,,,,,0,
5369,WY5369,Jefferson & Main-Warsaw,,42.733576,-78.132879,,,,,,0,
5370,WY5370,Allen & Main-Warsaw,,42.734915,-78.13244,,,,,,0,
5371,WY5371,Allen & Butternut-Warsaw,,42.735151,-78.130774,,,,,,0,
5372,WY5372,Butternut & Washington-Warsaw,,42.736681,-78.130777,,,,,,0,
5373,WY5373,Washington & Prospect-Warsaw,,42.736978,-78.128658,,,,,,0,
5374,WY5374,Prospect & Livingston-Warsaw,,42.739139,-78.128703,,,,,,0,
5375,WY5375,Livingston & Fargo-Warsaw,,42.739432,-78.1313,,,,,,0,
5376,WY5376,Grove & Butternut-Warsaw,,42.737878,-78.131088,,,,,,0,
5377,WY5377,Washington & S Main-Warsaw,,42.736922,-78.132307,,,,,,0,
5378,WY5378,Warsaw Big M,,42.73886,-78.132419,,,,,,0,
5379,WY5379,N Main & Frank-Warsaw,,42.74188,-78.132475,,,,,,0,
5380,WY5380,N Main & Elm-Warsaw,,42.744465,-78.132513,,,,,,0,
5381,WY5381,Rochester & Main-Warsaw,,42.746005,-78.132473,,,,,,0,
5382,WY5382,246 N Main-Warsaw,,42.748396,-78.132478,,,,,,0,
5383,WY5383,N Main & E Highland-Warsaw,,42.752316,-78.132467,,,,,,0,
5384,WY5384,Wyoming County Community Hospital,,42.754662,-78.131643,,,,,,0,
5385,WY5385,Wyoming County Mental Health,,42.755982,-78.128894,,,,,,0,
5386,WY5386,408 N Main St-Warsaw,,42.756629,-78.131527,,,,,,0,
5387,WY5387,422 N Main St-Warsaw,,42.757317,-78.131245,,,,,,0,
5388,WY5388,Crestview Terrace Apts-Warsaw,,42.756921,-78.128283,,,,,,0,
5389,WY5389,Salina & N Main-Warsaw,,42.757669,-78.129997,,,,,,0,
