stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
3265,3265,Ridge & Kings Highway,RIDGE RD E & COUNTY HWY 241,43.19928,-77.576517,,,,,,0,
3266,3266,Ridge & Marshalls Plaza,,43.198378,-77.58001,,,,,,0,
3268,3268,Ridge & Perrin,COUNTY HWY 241 & PERRIN DR,43.202764,-77.563906,,,,,,0,
3269,3269,Ridge & Ridge Hudson Plaza,COUNTY HWY 241 & COUNTY HWY 112,43.196524,-77.598511,,,,,,0,
3271,3271,Ridge & Vinedale,,43.202844,-77.564242,,,,,,0,
3286,3286,Ridge & Apollo,,43.207843,-77.684376,,,,,,0,
3287,3287,Ridge & Bernice,STATE HWY 104 & BERNICE ST,43.202566,-77.644448,,,,,,0,
3289,3289,Ridge & Bonesteel,STATE HWY 104 & BONESTEEL ST,43.203398,-77.65146,,,,,,0,
3290,3290,Ridge & Bonesteel,STATE HWY 104 & BONESTEEL ST,43.203167,-77.65201,,,,,,0,
3291,3291,Ridge & Cabot,STATE HWY 104 & CABOT RD,43.207866,-77.682322,,,,,,0,
3293,3293,Ridge & Carlisle,STATE HWY 104 & CARLISLE ST,43.203132,-77.649159,,,,,,0,
3294,3294,Ridge & Carlisle,,43.202822,-77.648992,,,,,,0,
3295,3295,Ridge & Corona,,43.205012,-77.666508,,,,,,0,
3297,3297,Ridge & Desmond,STATE HWY 104 & DESMOND ST,43.198461,-77.635028,,,,,,0,
3298,3298,Ridge & Desmond,STATE HWY 104 & DESMOND ST,43.198476,-77.634588,,,,,,0,
3300,3300,Ridge & Dewey,STATE HWY 104 & DEWEY AVE,43.200439,-77.638411,,,,,,0,
3307,3307,Ridge & Fetzner,STATE HWY 104 & COUNTY HWY 152,43.207471,-77.679693,,,,,,0,
3311,3311,Ridge & Glenora,STATE HWY 104 & GLENORA DR,43.203764,-77.657259,,,,,,0,
3312,3312,Ridge & Glenora,STATE HWY 104 & GLENORA DR,43.203971,-77.656737,,,,,,0,
3316,3316,Ridge & Hoover,,43.205759,-77.671192,,,,,,0,
3317,3317,Ridge & Kodak Access,,43.204448,-77.662734,,,,,,0,
3318,3318,Ridge & Pullman,STATE HWY 104 & MINDER ST,43.195155,-77.629683,,,,,,0,
3319,3319,Ridge & Lake,STATE HWY 104 & STATE RTE 940M,43.195295,-77.629401,,,,,,0,
3320,3320,Ridge & Latona,STATE HWY 104 & COUNTY HWY 152,43.207106,-77.679537,,,,,,0,
3333,3333,Ridge & Palm,STATE HWY 104 & PALM ST,43.197526,-77.633309,,,,,,0,
3336,3336,Ridge & 2373 Ridge Petco,STATE HWY 104 & UNNAMED ST,43.209037,-77.691473,,,,,,0,
3337,3337,Ridge & Primrose,,43.196812,-77.631978,,,,,,0,
3338,3338,Ridge & Primrose,STATE HWY 104 & PRIMROSE ST,43.196822,-77.632295,,,,,,0,
3344,3344,Ridge & Standish,,43.208439,-77.685774,,,,,,0,
3346,3346,Ridge & Stone,STATE HWY 104 & COUNTY HWY 148,43.205286,-77.66582,,,,,,0,
3356,3356,Ridgeway & Aster,RIDGEWAY AVE & ASTER ST,43.193831,-77.64539,,,,,,0,
3358,3358,Ridgeway & Dewey,RIDGEWAY AVE & DEWEY AVE,43.193777,-77.639827,,,,,,0,
3363,3363,Ridgeway & Lake,,43.193743,-77.629487,,,,,,0,
3373,3373,Ridgeway & Primrose,RIDGEWAY AVE & PRIMROSE ST,43.193759,-77.632253,,,,,,0,
3375,3375,Ridgeway & Ramona,RIDGEWAY AVE & RAMONA ST,43.193826,-77.650399,,,,,,0,
3378,3378,Ridgeway & Westmount,RIDGEWAY AVE & WESTMOUNT ST,43.193834,-77.651388,,,,,,0,
3389,3389,RIT Andrews & Riverknoll Apts,KIMBALL DR & UNNAMED ST,43.082778,-77.685,,,,,,0,
3392,3392,RIT S Lot,,43.081711,-77.679162,,,,,,0,
3417,3417,Rogers & Clinton,ROGERS PKWY & CLINTON AVE N,43.206287,-77.612423,,,,,,0,
3418,3418,Rogers & Seneca,ROGERS PKWY & COUNTY HWY 259,43.206577,-77.60896,,,,,,0,
3419,3419,Roosevelt & Clarkson Parma T L,STATE HWY 18 & BRITTANY LN,43.285487,-77.833503,,,,,,0,
3429,3429,Roosevelt & Walker Lake Ontario,STATE HWY 18 & STATE HWY 260,43.28434,-77.867502,,,,,,0,
3430,3430,Roosevelt & Walker Lake Ontario,STATE HWY 18 & STATE HWY 260,43.284201,-77.866197,,,,,,0,
3432,3432,Route 19 & Hamlin Ctr,STATE HWY 19 & STATE HWY 18,43.295626,-77.920858,,,,,,0,
3433,3433,Route 19 & Hamlin Town Hall,STATE HWY 19 & STATE HWY 18,43.297343,-77.920591,,,,,,0,
3448,3448,Rue De Vl & 121 Rue De Vl,RUE DE VL & US HWY 20,43.122163,-77.592464,,,,,,0,
3451,3451,Samuel McCree & Olean,DR SAMUEL MCCREE WAY & OLEAN ST,43.146572,-77.620619,,,,,,0,
3452,3452,Samuel McCree & Reynolds,,43.146664,-77.625887,,,,,,0,
3453,3453,Samuel McCree & Seward,DR SAMUEL MCCREE WAY & BRONSON CT,43.146671,-77.623188,,,,,,0,
3454,3454,Samuel McCree & Seward,DR SAMUEL MCCREE WAY & SEWARD ST,43.146566,-77.623212,,,,,,0,
3459,3459,Santee & Otis,SANTEE ST & OTIS ST,43.169479,-77.642948,,,,,,0,
3460,3460,Santee & Otis,SANTEE ST & OTIS ST,43.169289,-77.643088,,,,,,0,
3461,3461,Santee & Villa,,43.171714,-77.643098,,,,,,0,
3462,3462,Santee & Villa,,43.171459,-77.642966,,,,,,0,
3464,3464,Saratoga & Ambrose,SARATOGA AVE & AMBROSE ST,43.165377,-77.629805,,,,,,0,
3465,3465,Saratoga & Bloss,SARATOGA AVE & BACKUS ST,43.169682,-77.633001,,,,,,0,
3466,3466,Saratoga & Costar,SARATOGA AVE & COSTAR ST,43.168989,-77.632655,,,,,,0,
3467,3467,Saratoga & Costar,SARATOGA AVE & COSTAR ST,43.168901,-77.632428,,,,,,0,
3469,3469,Saratoga & Jones,SARATOGA AVE & JONES AVE,43.166306,-77.630643,,,,,,0,
3473,3473,Saratoga & Lyell,SARATOGA AVE & LYELL AVE,43.164827,-77.629542,,,,,,0,
3498,3498,Seneca & Bastian,SENECA AVE & BASTIAN ST,43.188855,-77.608558,,,,,,0,
3500,3500,Seneca & Nester,SENECA AVE & NESTER ST,43.188796,-77.608447,,,,,,0,
3501,3501,Seneca & Norton,SENECA AVE & NORTON ST,43.186652,-77.608465,,,,,,0,
3503,3503,Seneca & Reliance,SENECA AVE & RELIANCE ST,43.192372,-77.608826,,,,,,0,
3504,3504,Seneca & Resolute,SENECA AVE & RESOLUTE ST,43.190409,-77.608532,,,,,,0,
3505,3505,Seneca & Resolute,SENECA AVE & NESTER ST,43.190386,-77.608677,,,,,,0,
3507,3507,Seneca & Seville,COUNTY HWY 259 & SEVILLE DR,43.208492,-77.60862,,,,,,0,
3508,3508,Seneca & Seville,COUNTY HWY 259 & SEVILLE DR,43.208331,-77.60846,,,,,,0,
3509,3509,Seneca & Titus,COUNTY HWY 259 & COUNTY HWY 91,43.209739,-77.608717,,,,,,0,
3510,3510,Seneca Manor & Hudson,SENECA MANOR DR & COUNTY HWY 112,43.193876,-77.600739,,,,,,0,
3513,3513,Seneca Manor & Keeler Pk Apts,SENECA MANOR DR & RAMP,43.194087,-77.601966,,,,,,0,
3514,3514,Seneca Manor & Keeler Pk Apts,SENECA MANOR DR & COUNTY HWY 112,43.193977,-77.602249,,,,,,0,
3535,3535,South & Alexander,SOUTH AVE & ALEXANDER ST,43.146116,-77.60559,,,,,,0,
3537,3537,South & Averill,SOUTH AVE & AVERILL AVE,43.144022,-77.604926,,,,,,0,
3538,3538,South & Averill,SOUTH AVE & AVERILL AVE,43.144167,-77.604869,,,,,,0,
3539,3539,South & Bellevue,SOUTH AVE & BELLEVUE DR,43.135308,-77.607815,,,,,,0,
3540,3540,South & Bellevue,SOUTH AVE & BELLEVUE DR,43.135383,-77.607576,,,,,,0,
3542,3542,South & Broad,,43.155687,-77.608548,,,,,,0,
3543,3543,South & Byron,SOUTH AVE & STATE HWY 15,43.148089,-77.605974,,,,,,0,
3544,3544,South & Caroline,,43.140479,-77.604988,,,,,,0,
3545,3545,South & Cedar,STATE HWY 18 & CEDAR TER,43.282098,-77.79128,,,,,,0,
3546,3546,South & Comfort,SOUTH AVE & COMFORT ST,43.146594,-77.605544,,,,,,0,
3547,3547,South & Comfort,SOUTH AVE & COMFORT ST,43.147334,-77.605919,,,,,,0,
3548,3548,South & Court,STATE HWY 31 & COMFORT ST,43.154268,-77.607927,,,,,,0,
3549,3549,South & Cypress,SOUTH AVE & CYPRESS ST,43.139898,-77.605508,,,,,,0,
3550,3550,South & Elmwood,SOUTH AVE & UNNAMED ST,43.125072,-77.614246,,,,,,0,
3551,3551,South & Elmwood,SOUTH AVE & ELMWOOD AVE,43.124654,-77.614283,,,,,,0,
3554,3554,South & Gregory,SOUTH AVE & FORT HILL TER,43.141508,-77.604414,,,,,,0,
3555,3555,South & Gregory,SOUTH AVE & GREGORY ST,43.142088,-77.604493,,,,,,0,
3556,3556,South & Hamilton,SOUTH AVE & HAMILTON ST,43.14505,-77.605281,,,,,,0,
3557,3557,South & Hamilton,SOUTH AVE & HAMILTON ST,43.144882,-77.605104,,,,,,0,
3558,3558,South & Hickory,SOUTH AVE & HICKORY ST,43.143092,-77.604775,,,,,,0,
3559,3559,South & Highland,SOUTH AVE & HIGHLAND AVE,43.130221,-77.610935,,,,,,0,
3560,3560,South & Highland,SOUTH AVE & HIGHLAND AVE,43.129961,-77.6109,,,,,,0,
3562,3562,South & Langslow,SOUTH AVE & LANGSLOW ST,43.126172,-77.613402,,,,,,0,
3563,3563,South & Langslow,SOUTH AVE & LANGSLOW ST,43.126609,-77.613351,,,,,,0,
3564,3564,South & Linden,SOUTH AVE & LINDEN ST,43.138779,-77.605938,,,,,,0,
3565,3565,South & Linden,SOUTH AVE & LINDEN ST,43.138989,-77.605971,,,,,,0,
3566,3566,South & Mt Hope,SOUTH AVE & STATE HWY 15,43.148424,-77.606218,,,,,,0,
3567,3567,South & Overlook,STATE HWY 18 & OVERLOOK DR,43.283146,-77.791466,,,,,,0,
3568,3568,South & Pavilion,SOUTH AVE & PAVILION ST,43.131116,-77.610292,,,,,,0,
3569,3569,South & Reservoir,SOUTH AVE & RESERVOIR AVE,43.131643,-77.609709,,,,,,0,
3570,3570,South & Reservoir,SOUTH AVE & RESERVOIR AVE,43.131917,-77.609691,,,,,,0,
3572,3572,South & Rockingham,SOUTH AVE & ROCKINGHAM ST,43.136724,-77.607073,,,,,,0,
3573,3573,South & Rockingham,SOUTH AVE & ROCKINGHAM ST,43.13708,-77.607044,,,,,,0,
3574,3574,South & Sanford,SOUTH AVE & SANFORD ST,43.140818,-77.60497,,,,,,0,
3577,3577,South & Stewart,SOUTH AVE & STEWART ST,43.127455,-77.612612,,,,,,0,
3578,3578,South & Village II,STATE HWY 18 & VILLAGE II DR,43.285682,-77.791408,,,,,,0,
3579,3579,South & Village II,STATE HWY 18 & VILLAGE II DR,43.285753,-77.791597,,,,,,0,
3580,3580,South & Wall,SOUTH AVE & WALL ST,43.128677,-77.611795,,,,,,0,
3581,3581,South & Wall,SOUTH AVE & WALL ST,43.128963,-77.611841,,,,,,0,
3585,3585,Spencerport & 93 Spencerport,STATE HWY 31 & POPLAR GARDEN LN,43.165618,-77.692837,,,,,,0,
3591,3591,Spencerport & Dunn Tower,STATE HWY 31 & DUNN TOWER DR,43.167576,-77.697137,,,,,,0,
3596,3596,Spencerport & Gateway Ent,STATE HWY 31,43.167738,-77.697805,,,,,,0,
3600,3600,Spencerport & Howard,STATE HWY 31 & COUNTY HWY 210,43.165139,-77.69224,,,,,,0,
3606,3606,Spencerport & Long Pond,STATE HWY 31 & BOWERY ST,43.169038,-77.700243,,,,,,0,
3619,3619,Spencerport & Westport Manor Apts,STATE HWY 31 & POPLAR GARDEN LN,43.168701,-77.699871,,,,,,0,
3622,3622,St Bernards Dr & Back Bldg 4,ST BERNARDS CIR & SACKETT RD,43.209572,-77.628493,,,,,,0,
3623,3623,St Bernards Dr & Back Bldg 5,ST BERNARDS CIR & SACKETT RD,43.208382,-77.628809,,,,,,0,
3626,3626,St Paul & 1835 St Paul,,43.189473,-77.619552,,,,,,0,
3627,3627,St Paul & 2122 St Paul,SAINT PAUL ST & PARKING LOT,43.195212,-77.617902,,,,,,0,
3628,3628,St Paul & 2122 St Paul,,43.195089,-77.61814,,,,,,0,
3638,3638,St Paul & Avenue A,SAINT PAUL ST & AVENUE A W,43.177728,-77.625158,,,,,,0,
3639,3639,St Paul & Avenue A,SAINT PAUL ST & AVENUE A W,43.177504,-77.624967,,,,,,0,
3640,3640,St Paul & Avenue C,SAINT PAUL ST & AVENUE C,43.17917,-77.625013,,,,,,0,
3641,3641,St Paul & Avenue C,SAINT PAUL ST & AVENUE C,43.179478,-77.625208,,,,,,0,
3642,3642,St Paul & Avenue E,,43.181226,-77.625296,,,,,,0,
3643,3643,St Paul & Avenue E,SAINT PAUL ST & AVENUE E ST,43.181076,-77.625028,,,,,,0,
3646,3646,St Paul & Bausch,SAINT PAUL ST & LOWELL ST,43.16743,-77.617152,,,,,,0,
3661,3661,St Paul & Clifford,SAINT PAUL ST & CLIFFORD AVE,43.173904,-77.623814,,,,,,0,
3663,3663,St Paul & Collingwood,SAINT PAUL ST & SENECA PARK,43.196812,-77.617399,,,,,,0,
3666,3666,St Paul & Covington,,43.203658,-77.618643,,,,,,0,
3668,3668,St Paul & Daley,COUNTY HWY 122 & DALEY BLVD,43.207725,-77.61515,,,,,,0,
3669,3669,St Paul & Daley,COUNTY HWY 122 & DALEY BLVD,43.207122,-77.615525,,,,,,0,
3670,3670,St Paul & Dorbeth,SAINT PAUL ST & DORBETH RD,43.183028,-77.62505,,,,,,0,
3671,3671,St Paul & Dorbeth,SAINT PAUL ST & DORBETH RD,43.182778,-77.624946,,,,,,0,
3672,3672,St Paul & Dowling,SAINT PAUL ST & DOWLING PL,43.164938,-77.614374,,,,,,0,
3677,3677,St Paul & Evergreen,SAINT PAUL ST & EVERGREEN ST,43.173144,-77.623352,,,,,,0,
3686,3686,St Paul & Hart,SAINT PAUL ST & HART ST,43.170185,-77.620143,,,,,,0,
3687,3687,St Paul & Hart,SAINT PAUL ST & HART ST,43.17047,-77.620162,,,,,,0,
3698,3698,St Paul & Maplehurst,SAINT PAUL BLVD & MAPLEHURST RD,43.204864,-77.61785,,,,,,0,
3703,3703,St Paul & Norton,SAINT PAUL ST & NORTON ST,43.18625,-77.622788,,,,,,0,
3717,3717,St Paul & Rawlinson,COUNTY HWY 122 & RAWLINSON RD,43.201712,-77.618706,,,,,,0,
3718,3718,St Paul & Rawlinson,COUNTY HWY 122 & RAWLINSON RD,43.201883,-77.618986,,,,,,0,
3719,3719,St Paul & Ridge,SAINT PAUL ST & RIDGE RD E,43.192885,-77.617849,,,,,,0,
3720,3720,St Paul & Ridge,,43.192599,-77.618117,,,,,,0,
3723,3723,St Paul & Route 104,,43.190445,-77.618662,,,,,,0,
3724,3724,St Paul & Route 104,,43.190405,-77.618507,,,,,,0,
3726,3726,St Paul & Saranac,SAINT PAUL ST & SARANAC ST,43.184388,-77.624812,,,,,,0,
3727,3727,St Paul & Saranac,SAINT PAUL ST & SARANAC ST,43.184118,-77.62469,,,,,,0,
3729,3729,St Paul & Scholfield,,43.205524,-77.617222,,,,,,0,
3731,3731,St Paul & Scrantom,SAINT PAUL ST & SCRANTOM ST,43.171941,-77.622024,,,,,,0,
3732,3732,St Paul & Seth Green,SAINT PAUL ST & SETH GREEN DR,43.186784,-77.622431,,,,,,0,
3733,3733,St Paul & Simpson,COUNTY HWY 122 & SIMPSON RD,43.199677,-77.618061,,,,,,0,
3734,3734,St Paul & Simpson,COUNTY HWY 122 & SIMPSON RD,43.199809,-77.618299,,,,,,0,
3735,3735,St Paul & St Bridgets,SAINT PAUL ST & SAINT BRIDGETS DR,43.164738,-77.614019,,,,,,0,
3746,3746,St Paul & Titus,COUNTY HWY 122 & TITUS AVE,43.210073,-77.612773,,,,,,0,
3747,3747,St Paul & Titus,COUNTY HWY 122 & TITUS AVE,43.210003,-77.613011,,,,,,0,
3748,3748,St Paul & Strong,,43.188809,-77.62009,,,,,,0,
3753,3753,St Paul & Ward,SAINT PAUL ST & WARD ST,43.163195,-77.612492,,,,,,0,
3754,3754,St Paul & Ward,SAINT PAUL ST & WARD ST,43.163372,-77.612407,,,,,,0,
3758,3758,St Paul & Zoo Ent,,43.197106,-77.617616,,,,,,0,
3761,3761,State & Brown,STATE ST & BROWN ST,43.161834,-77.620217,,,,,,0,
3762,3762,State & Brown,,43.161789,-77.6199,,,,,,0,
3763,3763,State & Church,STATE ST & CHURCH ST,43.157198,-77.614072,,,,,,0,
3764,3764,State & Church,STATE ST & CHURCH ST,43.157043,-77.613603,,,,,,0,
3765,3765,State & Commercial,,43.15926,-77.6163,,,,,,0,
3766,3766,State & Commercial,STATE ST & COMMERCIAL ST,43.159423,-77.616964,,,,,,0,
3767,3767,State & Corinthian,STATE ST,43.156396,-77.613185,,,,,,0,
3769,3769,State & Jay,STATE ST & JAY ST,43.163265,-77.621869,,,,,,0,
3770,3770,State & Platt,STATE ST & PLATT ST,43.160554,-77.618495,,,,,,0,
3771,3771,State & Platt,,43.16029,-77.617915,,,,,,0,
3772,3772,State & Smith,,43.164468,-77.622868,,,,,,0,
3773,3773,State & Vincent,,43.163176,-77.621459,,,,,,0,
3792,3792,Target Plaza & Target Entrance,STATE HWY 250,43.128129,-77.443146,,,,,,0,
3796,3796,Thurston & Arnett,,43.141797,-77.651075,,,,,,0,
3797,3797,Thurston & Arnett,THURSTON RD & ARNETT BLVD,43.142041,-77.65093,,,,,,0,
3800,3800,Thurston & Dunbar,THURSTON RD & DUNBAR ST,43.132665,-77.650838,,,,,,0,
3801,3801,Thurston & Enterprise,THURSTON RD & ENTERPRISE ST,43.134107,-77.650855,,,,,,0,
3802,3802,Thurston & Ernestine,THURSTON RD & ERNESTINE ST,43.131707,-77.650848,,,,,,0,
3803,3803,Thurston & Flanders,THURSTON RD & FLANDERS ST,43.135874,-77.650862,,,,,,0,
3804,3804,Thurston & Flanders,,43.136018,-77.651063,,,,,,0,
3806,3806,Thurston & Lehigh,,43.137188,-77.65106,,,,,,0,
3807,3807,Thurston & Margaret,,43.132617,-77.651005,,,,,,0,
3810,3810,Thurston & Midvale,THURSTON RD & MIDVALE TER,43.134053,-77.651027,,,,,,0,
3811,3811,Thurston & Milton,THURSTON RD & MILTON ST,43.137876,-77.650888,,,,,,0,
3812,3812,Thurston & Ravenwood,THURSTON RD & RAVENWOOD AVE,43.138552,-77.65092,,,,,,0,
3813,3813,Thurston & Ravenwood,,43.138767,-77.65109,,,,,,0,
3816,3816,Titus & Briarwood,COUNTY HWY 91 & BRIARWOOD DR,43.210623,-77.603306,,,,,,0,
3819,3819,Titus & Curtice,COUNTY HWY 91 & CURTICE RD,43.210497,-77.602448,,,,,,0,
3820,3820,Titus & Curtice,COUNTY HWY 91 & CURTICE RD,43.210642,-77.602127,,,,,,0,
3827,3827,Titus & Mayfair,COUNTY HWY 91 & MAYFAIR DR,43.210355,-77.606429,,,,,,0,
3828,3828,Titus & Mayfair,COUNTY HWY 91 & MAYFAIR DR,43.210499,-77.606223,,,,,,0,
3834,3834,Titus & Seneca,COUNTY HWY 91 & COUNTY HWY 259,43.210329,-77.608123,,,,,,0,
3852,3852,Union & Central Park,UNION ST N & CENTRAL PARK,43.168261,-77.589337,,,,,,0,
3854,3854,Union & Kenilworth,UNION ST N & KENILWORTH TER,43.161297,-77.593337,,,,,,0,
3855,3855,Union & Lyndhurst,UNION ST N & LYNDHURST ST,43.160742,-77.59391,,,,,,0,
3862,3862,Union & Ontario,UNION ST N & ONTARIO ST,43.16321,-77.592492,,,,,,0,
3863,3863,Union & Ontario,UNION ST N & ONTARIO ST,43.163052,-77.592406,,,,,,0,
3866,3866,Union & Trinidad,UNION ST N & TRINIDAD ST,43.166518,-77.590562,,,,,,0,
3867,3867,Union & Opp Wangman,UNION ST N & WANGMAN ST,43.166576,-77.590348,,,,,,0,
3869,3869,University & 1357 University,UNIVERSITY AVE & EAST BLVD,43.150149,-77.566233,,,,,,0,
3872,3872,University & Alexander,UNIVERSITY AVE & ALEXANDER ST,43.15828,-77.592573,,,,,,0,
3873,3873,University & Alexander,UNIVERSITY AVE & ALEXANDER ST,43.158273,-77.592971,,,,,,0,
3874,3874,University & Atlantic,UNIVERSITY AVE & ATLANTIC AVE,43.155802,-77.584323,,,,,,0,
3875,3875,University & Culver,UNIVERSITY AVE & OLIVER ST,43.151774,-77.57157,,,,,,0,
3876,3876,University & Culver,UNIVERSITY AVE & CULVER RD,43.151799,-77.57107,,,,,,0,
3877,3877,University & Culver,UNIVERSITY AVE & CULVER RD,43.151489,-77.569901,,,,,,0,
3878,3878,University & East Blvd,UNIVERSITY AVE & EAST BLVD,43.150726,-77.567965,,,,,,0,
3880,3880,University & Gleason Works,UNIVERSITY AVE & UNNAMED ST,43.153259,-77.576421,,,,,,0,
3881,3881,University & Gleason Works,UNIVERSITY AVE & GRANGER PL,43.153517,-77.576531,,,,,,0,
3882,3882,University & Goodman,UNIVERSITY AVE & GOODMAN ST N,43.156676,-77.587239,,,,,,0,
3883,3883,University & Goodman,UNIVERSITY AVE & GOODMAN ST N,43.15623,-77.586292,,,,,,0,
3887,3887,University & Merriman,UNIVERSITY AVE & MERRIMAN ST,43.155103,-77.582531,,,,,,0,
3888,3888,University & Oliver,UNIVERSITY AVE & OLIVER ST,43.152086,-77.572569,,,,,,0,
3889,3889,University & Oliver,UNIVERSITY AVE & OLIVER ST,43.152244,-77.572567,,,,,,0,
3890,3890,University & Portsmouth,UNIVERSITY AVE & PORTSMOUTH TER,43.154512,-77.580637,,,,,,0,
3891,3891,University & Portsmouth,UNIVERSITY AVE & PORTSMOUTH TER,43.154682,-77.580725,,,,,,0,
3892,3892,University & Prince,,43.157618,-77.590418,,,,,,0,
3893,3893,University & Prince,UNIVERSITY AVE & PRINCE ST,43.157641,-77.590844,,,,,,0,
3895,3895,University & Rundel,UNIVERSITY AVE & RUNDEL PARK,43.155746,-77.58456,,,,,,0,
3898,3898,University & Strathallan,UNIVERSITY AVE & STRATHALLAN PARK,43.156807,-77.588114,,,,,,0,
3899,3899,University & Union,UNIVERSITY AVE & N UNION ST,43.158826,-77.594328,,,,,,0,
3900,3900,University & Union,UNIVERSITY AVE & N UNION ST,43.158916,-77.595112,,,,,,0,
3910,3910,Walmart Hudson,WALMART HUDSON CIR & NEWCASTLE RD,43.1938,-77.597673,,,,,,0,
3911,3911,Waring & Ashwood,WARING RD & ASHWOOD DR,43.184265,-77.56655,,,,,,0,
3912,3912,Waring & Blakeslee,WARING RD & BLAKESLEE ST,43.187245,-77.570443,,,,,,0,
3913,3913,Waring & Fieldwood,WARING RD & FIELDWOOD DR,43.183613,-77.565693,,,,,,0,
3914,3914,Waring & Lyceum,WARING RD & LYCEUM ST,43.185406,-77.567988,,,,,,0,
3920,3920,Washington & Despatch,STATE HWY 153 & DESPATCH DR,43.116676,-77.488427,,,,,,0,
3925,3925,Washington & Linden,STATE HWY 153 & COUNTY HWY 15,43.118481,-77.486774,,,,,,0,
3937,3937,Webster & Garson,,43.163995,-77.582207,,,,,,0,
3938,3938,Webster & Grand,WEBSTER AVE & GRAND AVE,43.164384,-77.581216,,,,,,0,
3940,3940,Webster & Parsells,WEBSTER AVE & PARSELLS AVE,43.165476,-77.579348,,,,,,0,
3941,3941,Webster & Ripley,,43.165314,-77.579909,,,,,,0,
3949,3949,Wegmans Penfield Park & Ride,,43.130441,-77.444742,,,,,,0,
3960,3960,West & Algonquin,STATE HWY 33 & ALGONQUIN TER,43.150081,-77.638391,,,,,,0,
3961,3961,West & Ames,STATE HWY 33 & AMES ST,43.150043,-77.643671,,,,,,0,
3962,3962,West & Appleton,STATE HWY 33 & APPLETON ST,43.149942,-77.64406,,,,,,0,
3965,3965,West & Chili,STATE HWY 33 & YORK ST,43.149957,-77.638065,,,,,,0,
3968,3968,West & Depew,WEST AVE & DEPEW ST,43.149913,-77.653525,,,,,,0,
3969,3969,West & Depew,WEST AVE & DEPEW ST,43.150057,-77.65341,,,,,,0,
3972,3972,West & Gardiner,STATE HWY 33 & GARDINER AVE,43.149883,-77.651302,,,,,,0,
3973,3973,West & Gardiner,STATE HWY 33 & GARDINER AVE,43.150071,-77.650853,,,,,,0,
3974,3974,West & Hamlin Parma T L,STATE HWY 18 & COUNTY HWY 228,43.285661,-77.833556,,,,,,0,
3975,3975,West & Hancock,STATE HWY 33 & HANCOCK ST,43.150063,-77.642511,,,,,,0,
3976,3976,West & Hancock,STATE HWY 33 & HANCOCK ST,43.149932,-77.642808,,,,,,0,
3977,3977,West & Hobart,STATE HWY 33 & HOBART ST,43.149959,-77.64884,,,,,,0,
3978,3978,West & Hobart,STATE HWY 33 & HOBART ST,43.150055,-77.648733,,,,,,0,
3986,3986,West & Lincoln,WEST AVE & LINCOLN AVE,43.150053,-77.655327,,,,,,0,
3992,3992,West & Thorndale,STATE HWY 33 & THORNDALE TER,43.150056,-77.646101,,,,,,0,
3993,3993,West & Thorndale,STATE HWY 33 & THORNDALE TER,43.149961,-77.646568,,,,,,0,
3997,3997,W Henrietta & 3093 W Henrietta,STATE HWY 15 & FURLONG RD,43.091208,-77.63475,,,,,,0,
4005,4005,W Henrietta & Arc of Monroe,STATE HWY 15 & W HENRIETTA RD,43.098186,-77.631045,,,,,,0,
4007,4007,W Henrietta & Brighton Campus Pk Dr,STATE HWY 15 & UNNAMED ST,43.11004,-77.624728,,,,,,0,
4008,4008,W Henrietta & Brighton Henrietta TL,STATE HWY 15 & COUNTY HWY 85,43.094293,-77.633066,,,,,,0,
4009,4009,W Henrietta & Brighton Henrietta TL,STATE HWY 15 & COUNTY HWY 85,43.094494,-77.632713,,,,,,0,
4012,4012,W Henrietta & Centre,STATE HWY 15 & CENTRE DR,43.095645,-77.632351,,,,,,0,
4016,4016,W Henrietta & Crittenden,STATE HWY 15 & COUNTY HWY 83,43.104066,-77.627773,,,,,,0,
4017,4017,W Henrietta & Doncaster,STATE HWY 15 & DONCASTER RD,43.109028,-77.625536,,,,,,0,
4018,4018,W Henrietta & Dorschel Toyota,,43.0866,-77.637287,,,,,,0,
4020,4020,W Henrietta & Northern  Firehall,STATE HWY 15 & NORTHERN DR,43.097805,-77.630973,,,,,,0,
4022,4022,W Henrietta & Cycle Stop,W HENRIETTA RD & STATE HWY 15,43.099109,-77.630308,,,,,,0,
4023,4023,W Henrietta & Jefferson,STATE HWY 15 & RAMP,43.086464,-77.637009,,,,,,0,
4024,4024,W Henrietta & Jefferson,STATE HWY 15 & RAMP,43.088936,-77.636012,,,,,,0,
4026,4026,W Henrietta & MCC Applied Tech,W HENRIETTA RD & STATE HWY 15,43.102542,-77.628773,,,,,,0,
4029,4029,W Henrietta & Southland,STATE HWY 15 & SOUTHLAND DR,43.110374,-77.624806,,,,,,0,
4031,4031,W Henrietta & Sunnyside,STATE HWY 15 & SUNNYSIDE DR,43.108826,-77.625387,,,,,,0,
4037,4037,Westfall & E Henrietta,WESTFALL RD & STATE HWY 15A,43.114545,-77.617674,,,,,,0,
4102,4102,Winton & 180 Winton,WINTON RD S & HILLSIDE AVE,43.1418,-77.557203,,,,,,0,
4103,4103,Winton & 1840 Winton,WINTON RD S & RAMP,43.109569,-77.574691,,,,,,0,
4104,4104,Winton & 1840 Winton,WINTON RD S & RAMP,43.110054,-77.574827,,,,,,0,
